book,coref_id,character_name,n_sources,tiers_present,source_types,sources_with_weights,has_AGT,has_SGT,has_PGT,has_MGT,has_CGT
heart_of_darkness,530,the manager,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,257,the fellow,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,319,the secretary,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,1686,that man,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,759,the uncle,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,390,Her captain,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,1131,the arch - priest,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
heart_of_darkness,766,the other,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
hedda_gabler,char_mrs_elvsted,Mrs. Elvsted,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
hedda_gabler,char_brack,Judge Brack,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
hedda_gabler,char_berta,Berta,1,CGT,CGT,CGT/vt_verifier_token@0.35,False,False,False,False,True
jane_eyre,365,Bertha Mason,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,317,Mr. Rochester,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
jane_eyre,0,Jane Eyre,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
jane_eyre,223,Helen Burns,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,204,Miss Temple,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,177,St. John Rivers,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,212,Mrs. Reed,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,197,Mr. Brocklehurst,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,156,Bessie Lee,2,AGT/CGT,AGT;CGT,AGT/peer_tier_2@0.7;CGT/vt_verifier_token@0.35,True,False,False,False,True
jane_eyre,158,John Reed,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_henry_iv_part_1,char_falstaff,Falstaff,3,AGT/CGT/SGT,AGT;CGT;SGT,SGT/authoritative@0.8;AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,True,False,False,True
king_henry_iv_part_2,char_sir_john_falstaff,Sir John Falstaff,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_prince_john_of_lancaster,Prince John Of Lancaster,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_shallow,Shallow,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_chief_justice,Chief Justice,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_hostess,Hostess,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_king_henry,King Henry,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_doll_tearsheet,Doll Tearsheet,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_bardolph,Bardolph,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_pistol,Pistol,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_iv_part_2,char_poins,Poins,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_king_henry,King Henry,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_fluellen,Fluellen,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_pistol,Pistol,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_constable,Constable,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_katharine,Katharine,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_dauphin,Dauphin,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_duke_of_orleans,Duke Of Orleans,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_williams,Williams,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_gower,Gower,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_v,char_duke_of_exeter,Duke Of Exeter,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_lord_talbot,Lord Talbot,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_duke_of_gloucester,Duke Of Gloucester,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_joan_la_pucelle,Joan La Pucelle,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_earl_of_suffolk,Earl Of Suffolk,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_charles,Charles,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_king_henry,King Henry,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_york,York,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_bishop_of_winchester,Bishop Of Winchester,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_richard_plantagenet,Richard Plantagenet,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_1,char_duke_of_somerset,Duke Of Somerset,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_king_henry_the_sixth,King Henry The Sixth,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_gloucester,Gloucester,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_duke_of_suffolk,Duke Of Suffolk,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_queen_margaret,Queen Margaret,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_cade,Cade,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_york,York,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_earl_of_warwick,Earl Of Warwick,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_cardinal,Cardinal,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_duke_of_buckingham,Duke Of Buckingham,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_2,char_dick,Dick,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_richard,Richard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_king_edward,King Edward,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_earl_of_warwick,Earl Of Warwick,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_king_henry,King Henry,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_queen_margaret,Queen Margaret,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_george,George,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_york,York,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_lord_clifford,Lord Clifford,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_edward,Edward,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_vi_part_3,char_lady_grey,Lady Grey,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_king_henry_the_eighth,King Henry The Eighth,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_cardinal_wolsey,Cardinal Wolsey,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_queen_katherine,Queen Katherine,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_duke_of_norfolk,Duke Of Norfolk,3,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_lord_chamberlain,Lord Chamberlain,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_second_gentleman,Second Gentleman,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_first_gentleman,First Gentleman,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_duke_of_suffolk,Duke Of Suffolk,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_duke_of_buckingham,Duke Of Buckingham,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_henry_viii,char_earl_of_surrey,Earl Of Surrey,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_king_john,King John,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_bastard,Bastard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_hubert_de_burgh,Hubert De Burgh,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_king_philip_ii,King Philip Ii,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_earl_of_salisbury,Earl Of Salisbury,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_constance,Constance,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_louis,Louis,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_arthur,Arthur,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_cardinal_pandulph,Cardinal Pandulph,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_john,char_queen_eleanor,Queen Eleanor,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_lear,char_lear,King Lear,3,AGT/CGT/SGT,AGT;CGT;SGT,SGT/authoritative@0.8;AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,True,False,False,True
king_lear,char_kent,Kent,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_lear,char_gloucester,Gloucester,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_lear,char_edgar,Edgar,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_lear,char_edmund,Edmund,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_lear,char_cordelia,Cordelia,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
king_richard_ii,char_king_richard_the_second,King Richard The Second,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_bolingbroke,Bolingbroke,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_duchess_of_york,Duchess Of York,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_earl_of_northumberland,Earl Of Northumberland,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_duke_of_aumerle,Duke Of Aumerle,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_duchess_of_gloucester,Duchess Of Gloucester,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_john_of_gaunt,John Of Gaunt,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_queen_to_king_richard,Queen To King Richard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_king_henry,King Henry,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_ii,char_thomas_mowbray,Thomas Mowbray,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_richard,Richard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_king_richard,King Richard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_queen_elizabeth,Queen Elizabeth,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_duke_of_buckingham,Duke Of Buckingham,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_duchess_of_york,Duchess Of York,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_lady_anne,Lady Anne,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_lord_hastings,Lord Hastings,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_first_murderer,First Murderer,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_lord_stanley,Lord Stanley,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
king_richard_iii,char_queen_margaret,Queen Margaret,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
les_miserables,1804,Javert,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
les_miserables,1667,Fantine,3,AGT/CGT/PGT,AGT;CGT;PGT,AGT/peer_tier_2@0.7;PGT/open_psychometrics@0.55;CGT/vt_verifier_token@0.35,True,False,True,False,True
les_miserables,1320,Enjolras,2,AGT/CGT,AGT;CGT,AGT/peer_tier_3@0.5;CGT/vt_verifier_token@0.35,True,False,False,False,True
les_miserables,2781,Marius Pontmercy,1,AGT,AGT,AGT/peer_tier_2@0.7,True,False,False,False,False
les_miserables,2647,Jean Valjean,0,,,,False,False,False,False,False
les_miserables,1373,Cosette,1,AGT,AGT,AGT/peer_tier_2@0.7,True,False,False,False,False
loves_labours_lost,char_berowne,Berowne,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
loves_labours_lost,char_king,King,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
loves_labours_lost,char_princess,Princess,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
loves_labours_lost,char_armado,Armado,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
loves_labours_lost,char_costard,Costard,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
loves_labours_lost,char_boyet,Boyet,4,CGT,CGT,CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/literary_canon@0.3;CGT/vt_verifier_token@0.35,False,False,False,False,True
